ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,label
-0.07536948334447338,-0.5410561726585916,0.31077601063619165,0.6091699976449099,-0.158753565313541,-0.6585067219359552,0.6378317023267266,0.5160704732198089,drowsy
-0.5612350445146691,0.2530711385457564,-0.017478632590326504,0.5099554342067217,-0.34691918208789335,-0.8464478217501659,-0.5411090421481438,-0.5066815343100777,drowsy
-0.3491289567440071,0.5252214327469731,0.3806816779944962,-0.004033811966209402,0.5240480848695216,0.3686413824568823,-0.3615803221125007,0.7936191043928265,drowsy
0.7153917554077206,0.5718182665718679,-0.3147454788630477,0.8133811537466176,0.43755461506746,-0.4243052110425993,-0.5022835833787844,0.6406105508266778,drowsy
0.023802784255979904,-0.3423773575847398,-0.2782479196842421,0.23263746157969326,-0.5554036871657124,-0.675193370388298,0.4080109085896487,-0.6587357801094402,drowsy
0.36370163387787946,0.5211926477264859,-0.33443786983221374,0.4766971831329719,0.6316824651430796,0.38397568414702193,-0.5562552719253351,-0.7625629714725648,drowsy
-0.6219329693448495,0.46362321663444583,-0.6566480228365814,0.023137942245263447,0.5516210555296616,0.03880701850520793,0.5432034546543926,0.20508728919917307,drowsy
-0.5747598868820509,0.5565952016338405,0.17361469247487912,-0.44221343635226307,0.5998500646749814,-0.6259226608262636,-0.6774855906836692,0.20644707149683708,drowsy
-0.38609662398809275,-0.6913837061512406,0.24377428223816083,0.5053226611195357,-0.6522048321616258,0.6751463951552062,-0.4125943485659795,0.33429920213497755,drowsy
-0.30588962974610406,-0.7962495281501183,0.12154512212210383,-0.33124754140078094,0.022471661242684154,0.3250193970335541,0.7299981293409322,0.6011747993654236,drowsy
0.8015865847941219,0.10953761628959921,0.5820691394986528,-0.526584141934146,-0.13295584203489436,-0.1661330301815317,-0.2632932068997104,-0.2669166787121591,drowsy
-0.7099185630645581,-0.7566479752551862,0.4499362745342179,-0.5589785226613385,-0.10366080164282492,0.4069392731068518,0.7521495651013843,-0.6234806584655014,drowsy
0.23358425958863166,-0.25322742757293953,-0.46289409185373076,0.6564280419468302,0.4302713065966268,-0.5100209671268596,0.38810670991658924,-0.7572888878874168,drowsy
0.5852485651459931,0.6183628501816627,-0.5711105677349817,-0.552934649526,0.515824233022691,-0.2928117119651828,0.12992561897195126,-0.1978653623580692,drowsy
-0.5407234946285092,-0.5231647010170601,0.10050971405507748,0.1052643005409448,-0.4357629239608285,-0.5456821699185628,0.13323421312178096,-0.33810524088492583,drowsy
