ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,label
0.4807065585482669,-0.641466727241115,0.4843195308108151,-0.559623901017827,-0.06682416454165888,-0.7027833235849809,0.5496900806330456,0.20363292653537468,calm
0.27815145139312925,-0.5541588730697349,0.597347970214753,0.11748957752920515,0.36340414250748915,0.6576407235490207,0.5685179519160903,-0.35233631210565497,calm
0.5526170344211944,0.16135360450486608,0.40215641804985974,-0.05440592771254555,0.5568788070507465,0.473798481215318,0.4433566298192464,0.5427903152906907,calm
0.10290503166700081,-0.022911362671331658,0.6039429204536241,-0.7957550361138783,0.09147609081579428,0.20097197990754712,0.1341381816573271,0.5498869981518744,calm
-0.5111388586638702,-0.6594655419910276,-0.6575577530500867,-0.4430818139437839,0.7267309773266382,-0.3026924020915947,-0.311835233013421,0.4551292119171771,calm
-0.27069491263214185,-0.18618220358215506,0.13008096898723112,-0.4338769697178825,-0.5585933005162432,0.5273632736289402,-0.11113434934429137,0.2818089180950519,calm
0.6110028645035471,0.6130715536425139,-0.46966857356796365,0.0006709157269337183,-0.3379896187179962,0.2336547060158174,0.3563037718203922,-0.1956928492960161,calm
-0.2540967471691961,0.36177783466772434,-0.6674140961515482,0.4547210954515126,-0.1712292415320617,0.729588438262175,0.6713275568472897,-0.7464486247421183,calm
-0.27486119888362714,-0.6825723603733784,-0.030309973023948368,0.32368402447129907,0.5032394419346758,0.45639555690546557,-0.5155474777516297,-0.5347907103178954,calm
-0.49829463145020114,-0.36697451357817223,0.3231593107232065,0.2280595703494513,0.7142290427528817,-0.7139814424607508,-0.6939858740392794,-0.4978148252828336,calm
-0.6951832933521809,-0.43473448496268197,-0.4984956132803323,0.21258048802212554,0.26884372316251925,-0.1940441374458325,0.34421391049527456,0.6610895805029449,calm
-0.00111394857797191,0.2573722680228625,-0.24555259918745087,0.5023271428637023,0.514120697733483,-0.5950718296317827,0.42327757807011585,-0.6781247115901684,calm
-0.4192199403368095,-0.7002467339647889,-0.009374092571012432,-0.6155749062964277,0.2156080339344948,-0.6333384942636285,0.600529478507531,-0.40949941500040293,calm
-0.602946255114968,-0.43949192918296653,0.5159704799012811,0.19720481536721393,-0.33886847354298794,-0.08249995191245824,0.4525512141148741,-0.42801426021344546,calm
-0.4407846127158351,0.0578129628375396,0.05641809099550857,-0.5048070138423689,0.31633514967613463,0.06080770643526672,0.20725490931962015,0.6792832652533358,calm
-0.7377267969087593,0.23044961271834638,0.2719797991193509,0.2518871728154444,-0.042648061089509616,0.09303771422740484,-0.047113433144029736,0.3206328879828357,calm
0.10892275385498698,0.286615909691045,0.6521317158571344,0.536659083313581,0.6280204253176501,0.5901319741795235,-0.5964174824882117,-0.5399281624850856,calm
0.46689509876657964,-0.327450359708754,0.2394112827449908,0.44881841419805746,-0.7279591961212948,-0.4721650049360501,-0.4382979865165215,-0.35272500421516206,calm
-0.7412011410963074,0.058455622726263104,-0.33249210932152434,-0.5017501900017791,0.5407964414066996,-0.5020899283753458,0.15486918224986754,0.7071658844453481,calm
-0.14434572688740063,0.6603875989476229,-0.5368000930343361,0.14124737850373945,0.34046179189340137,-0.7025921367659274,0.6240824339075588,0.599130250971719,calm
-0.5504063765564875,0.2093410039871975,0.5376356023338104,0.3350509012542601,0.5188886686331952,-0.24956304632300108,0.56209772934288,0.5536268466810624,calm
-0.3815596043642504,-0.3886498307990776,-0.5995184157810362,-0.681989614388886,0.4608918722956835,0.3914419944702233,0.005069078415421487,-0.5702675265222689,calm
-0.46051592302959765,-0.43703024975939575,-0.22479202057934647,-0.6907802159834101,-0.06093100413364319,0.4699562339907562,0.042448023670742116,-0.283111737176428,calm
0.5095943675481236,0.49372891779671246,-0.011247468770226941,-0.4181583162923548,0.40816015737104383,0.6596069178991341,-0.7933020175178703,-0.7071806957401054,calm
-0.5542903139218203,-0.6176499897360795,-0.5025086606057134,-0.4315439988959118,0.7379085985253592,0.16406728782167046,0.3654919150927591,-0.07424084228688377,calm
0.5248475259552823,0.5397939237666379,0.19288197511711813,0.1863864418583274,0.2587876916476473,0.30268722447947805,0.633684279395684,0.33460349217638524,calm
-0.7174213923998338,0.6928167092040437,0.5936977388431315,-0.5993847364840155,-0.03765283307927858,0.37820481504252806,0.6050305813490193,0.43548828865607975,calm
0.29465231645420376,0.057509815021777794,0.29704051037858026,0.33744164938979876,0.28748232216772673,-0.5693245174354324,0.6335729074061885,-0.6060753762707186,calm
-0.4864560701674593,-0.16652299578510593,0.34881388994082935,0.0228342795037107,-0.45723833111259987,0.3169847637055489,-0.4443357737969311,0.4759592695729115,calm
-0.36756228687122144,0.7435823255475671,0.5807560993922496,0.11517966558570224,0.5961074591311298,-0.7403191120499989,-0.022045193685327175,0.2002038448589547,calm
0.0870420248989146,0.08844216616064238,0.08226006852100642,0.5956005249421852,0.34773709760980104,-0.1883942179178307,0.41848339830167347,0.302042623569916,calm
